34,34,0,0.5650699448919033,1
34,34,0,0.6087325137770242,1
35,35,0,0.5315811784654515,1
35,35,0,0.7638830012717253,1
43,1,1,0.9546417973717677,2
11,2,0,0.001271725307333616,0
36,36,0,0.4264518863925392,1
34,34,0,0.6549385332768122,1
36,36,0,0.40144128868164475,1
17,17,0,0.3098770665536244,1
15,3,1,0.27766002543450613,2
2,2,0,0.3535396354387452,0
50,3,0,0.8257736328952946,0
36,36,0,0.811360746078847,1
34,34,0,0.4027130139889784,1
38,38,0,0.3823654090716405,1
4,3,0,0.298007630351844,0
34,34,0,0.06740144128868164,1
34,34,0,0.8952946163628657,1
16,16,0,0.2314540059347181,1
14,14,0,0.14836795252225518,1
36,35,0,0.7791437049597287,1
6,7,1,0.47732089868588384,2
4,3,0,0.8948707079270878,0
3,4,0,0.47392963119966086,0
31,31,0,0.008054260279779568,1
34,34,0,0.7634590928359475,1
19,19,0,0.3073336159389572,1
11,3,0,0.44383213225943197,0
26,1,0,0.6044934294192454,1
2,3,0,0.7032640949554896,0
2,16,0,0.685459940652819,0
42,42,0,0.13861805849936415,1
35,35,0,0.9444679949130987,1
4,4,0,0.44679949130987706,0
35,35,0,0.4781687155574396,1
14,14,0,0.22339974565493853,1
36,36,0,0.46969054684188216,1
33,32,0,0.8681644764730818,1
34,34,0,0.6990250105977109,1
3,3,0,0.6040695209834676,0
70,70,0,0.35311572700296734,1
35,35,0,0.6434930055108097,1
7,7,0,0.9054684188215345,1
2,1,0,0.0665536244171259,0
6,3,0,0.02373887240356083,0
31,31,0,0.5167443832132259,1
92,2,1,0.9779567613395507,2
4,2,0,0.4281475201356507,0
4,2,0,0.9749894022891056,0
14,14,0,0.22636710470538363,1
4,1,0,0.09622721492157695,0
34,34,0,0.552776600254345,1
35,35,0,0.012293344637558287,1
3,3,0,0.17634590928359475,1
44,45,0,0.39253921153030946,0
5,3,0,0.10046629927935566,0
34,34,0,0.7829588808817295,1
35,35,0,0.8100890207715133,1
36,36,0,0.4298431538787622,1
14,14,0,0.2267910131411615,1
36,36,0,0.001695633743111488,1
27,27,0,0.3035184400169563,1
14,14,0,0.1767698177193726,1
37,37,0,0.39593047901653244,1
14,6,0,0.14794404408647732,0
2,1,0,0.18651971174226367,0
14,14,0,0.31877914370495974,1
1,1,0,0.9067401441288682,0
14,14,0,0.2619754133107249,1
9,1,0,0.21449766850360322,0
5,5,0,0.3844849512505299,0
3,4,0,0.9448919033488766,0
5,5,1,0.2590080542602798,2
35,35,0,0.49088596863077577,1
37,37,0,0.022467147096227214,1
18,18,0,0.3098770665536244,1
7,1,0,0.6095803306485799,0
34,34,0,0.9796523950826621,1
8,5,1,0.678677405680373,2
1,1,0,0.3060618906316236,0
14,14,0,0.2751165748198389,1
42,1,1,0.2149215769393811,2
35,35,0,0.9440440864773209,1
14,14,0,0.27002967359050445,1
3,3,1,0.29715981348028825,2
14,14,0,0.2543450614667232,1
36,36,0,0.7855023314963968,1
34,34,0,0.8160237388724035,1
14,14,0,0.3064857990674014,1
34,34,0,0.7435353963543875,1
1,4,0,0.3844849512505299,0
37,37,0,0.7388724035608308,1
11,2,0,0.5158965663416702,0
4,2,1,0.16998728274692668,2
37,37,0,0.3993217465027554,1
3,3,0,0.9847392963119966,0
49,49,0,0.5574395930479017,1
2,4,0,0.7028401865197117,0
14,14,0,0.21280203476049173,1
34,34,0,0.8253497244595167,1
14,14,0,0.1907587961000424,1
37,37,0,0.4688427299703264,1
4,3,0,0.6121237812632472,0
56,56,0,0.13649851632047477,1
34,34,0,0.6011021619330225,1
34,34,0,0.5557439593047901,1
35,35,0,0.5621025858414582,1
38,38,0,0.008054260279779568,1
14,14,0,0.22594319626960577,1
9,5,1,0.9749894022891056,0
34,34,0,0.3836371343789741,1
4,2,0,0.7787197965239508,0
34,34,0,0.8961424332344213,1
2,5,0,0.3035184400169563,0
3,3,0,0.10173802458668928,0
35,35,0,0.9342941924544298,1
5,1,0,0.2662144976685036,0
34,34,0,0.5315811784654515,1
34,34,0,0.44383213225943197,1
14,14,0,0.2564646036456125,1
35,35,0,0.9122509537939805,1
34,34,0,0.5616786774056803,1
35,35,0,0.5718524798643493,1
34,34,0,0.7706655362441712,1
35,35,0,0.9050445103857567,1
34,34,0,0.7011445527766003,1
34,34,0,0.6863077575243748,1
15,15,0,0.17168291649003814,1
10,1,0,0.05553200508690123,0
3,2,1,0.298007630351844,0
38,38,0,0.4434082238236541,1
426,842,0,0.9749894022891056,1
14,14,0,0.2721492157693938,1
14,14,0,0.2166172106824926,1
